orderId,createdAt,deliveryAddress,deliveryFee,productId,productName,productPrice,quantity,orderStatus,paymentStatus,subtotal,totalAmount,userEmail,userId
DO630JkNFCFKKaX00011,2023-01-23 19:56:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,4,DELIVERED,PAID,504,554,user624@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00012,2023-01-11 08:10:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,2,DELIVERED,PAID,298,348,user791@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00013,2023-01-15 12:02:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,5,DELIVERED,PAID,695,745,user216@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00014,2023-01-19 02:08:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,4,DELIVERED,PAID,504,554,user887@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00015,2023-01-25 20:57:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,1,DELIVERED,PAID,126,176,user239@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00016,2023-01-10 11:21:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,2,DELIVERED,PAID,298,348,user160@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00017,2023-01-19 14:39:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,1,DELIVERED,PAID,149,199,user720@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00018,2023-01-19 23:32:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,1,DELIVERED,PAID,126,176,user556@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00019,2023-01-11 23:43:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,1,DELIVERED,PAID,149,199,user254@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00020,2023-01-14 01:43:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,1,DELIVERED,PAID,126,176,user379@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00021,2023-01-01 07:10:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,5,DELIVERED,PAID,630,680,user240@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00022,2023-01-14 12:10:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,4,DELIVERED,PAID,556,606,user461@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00023,2023-01-12 12:14:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,2,DELIVERED,PAID,298,348,user481@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00024,2023-01-01 09:32:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,2,DELIVERED,PAID,278,328,user831@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00025,2023-01-17 18:56:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,5,DELIVERED,PAID,645,695,user336@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00026,2023-01-28 19:35:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,5,DELIVERED,PAID,630,680,user937@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00027,2023-01-02 12:01:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,1,DELIVERED,PAID,129,179,user479@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00028,2023-01-01 15:57:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,1,DELIVERED,PAID,149,199,user220@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00029,2023-01-23 08:39:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,1,DELIVERED,PAID,12,62,user238@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00030,2023-01-24 06:46:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user825@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00031,2023-01-23 08:50:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,2,DELIVERED,PAID,252,302,user183@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00032,2023-01-21 02:46:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,4,DELIVERED,PAID,556,606,user370@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00033,2023-01-10 13:24:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,1,DELIVERED,PAID,129,179,user231@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00034,2023-01-26 10:11:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,1,DELIVERED,PAID,139,189,user687@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00035,2023-01-04 11:14:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user400@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00036,2023-01-25 19:04:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,5,DELIVERED,PAID,645,695,user214@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00037,2023-01-23 07:45:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,5,DELIVERED,PAID,630,680,user637@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00038,2023-01-16 04:23:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,4,DELIVERED,PAID,504,554,user554@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00039,2023-01-02 03:23:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,1,DELIVERED,PAID,129,179,user242@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00040,2023-01-21 09:52:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,2,DELIVERED,PAID,298,348,user479@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00041,2023-01-26 19:05:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,3,DELIVERED,PAID,378,428,user318@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00042,2023-01-07 12:27:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,3,DELIVERED,PAID,447,497,user549@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00043,2023-01-28 19:30:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,5,DELIVERED,PAID,645,695,user102@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00044,2023-01-09 01:34:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,3,DELIVERED,PAID,417,467,user743@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00045,2023-01-11 22:45:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,2,DELIVERED,PAID,24,74,user941@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00046,2023-01-02 07:52:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,4,DELIVERED,PAID,596,646,user325@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00047,2023-02-13 04:34:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,4,DELIVERED,PAID,556,606,user963@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00048,2023-02-13 11:38:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,4,DELIVERED,PAID,504,554,user810@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00049,2023-02-11 21:36:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,1,DELIVERED,PAID,129,179,user474@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00050,2023-02-17 05:10:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,3,DELIVERED,PAID,36,86,user422@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00051,2023-02-05 11:06:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,3,DELIVERED,PAID,36,86,user529@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00052,2023-02-05 16:38:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,1,DELIVERED,PAID,12,62,user755@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00053,2023-02-10 08:58:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,3,DELIVERED,PAID,378,428,user566@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00054,2023-02-16 17:20:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,2,DELIVERED,PAID,252,302,user724@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00055,2023-02-10 17:14:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,5,DELIVERED,PAID,645,695,user482@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00056,2023-02-14 20:13:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,1,DELIVERED,PAID,139,189,user439@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00057,2023-02-20 14:30:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,1,DELIVERED,PAID,149,199,user226@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00058,2023-02-24 02:55:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,4,DELIVERED,PAID,596,646,user310@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00059,2023-02-20 11:29:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,3,DELIVERED,PAID,36,86,user193@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00060,2023-02-25 08:06:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,2,DELIVERED,PAID,24,74,user564@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00061,2023-02-15 18:07:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,3,DELIVERED,PAID,447,497,user557@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00062,2023-02-12 11:58:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,1,DELIVERED,PAID,12,62,user965@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00063,2023-02-07 10:21:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,1,DELIVERED,PAID,139,189,user618@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00064,2023-02-21 05:49:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,4,DELIVERED,PAID,516,566,user501@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00065,2023-02-13 08:28:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,2,DELIVERED,PAID,298,348,user463@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00066,2023-02-09 17:21:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,5,DELIVERED,PAID,745,795,user352@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00067,2023-02-09 15:24:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user169@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00068,2023-02-07 00:07:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,5,DELIVERED,PAID,60,110,user454@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00069,2023-02-12 23:14:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user364@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00070,2023-02-12 21:07:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,5,DELIVERED,PAID,645,695,user808@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00071,2023-02-02 17:01:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user119@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00072,2023-02-26 11:06:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,2,DELIVERED,PAID,258,308,user472@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00073,2023-02-26 19:10:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,4,DELIVERED,PAID,48,98,user474@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00074,2023-02-11 14:03:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,1,DELIVERED,PAID,129,179,user113@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00075,2023-02-05 02:53:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,4,DELIVERED,PAID,48,98,user945@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00076,2023-02-11 19:37:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,4,DELIVERED,PAID,48,98,user431@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00077,2023-02-21 01:04:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,3,DELIVERED,PAID,36,86,user259@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00078,2023-02-05 02:00:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,1,DELIVERED,PAID,126,176,user462@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00079,2023-02-24 17:08:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,2,DELIVERED,PAID,258,308,user154@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00080,2023-02-15 09:22:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user876@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00081,2023-02-07 20:16:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,2,DELIVERED,PAID,278,328,user581@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00082,2023-02-10 19:53:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,5,DELIVERED,PAID,695,745,user325@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00083,2023-02-01 06:19:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,4,DELIVERED,PAID,504,554,user723@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00084,2023-02-10 23:35:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,5,DELIVERED,PAID,745,795,user795@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00085,2023-02-26 02:23:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,3,DELIVERED,PAID,387,437,user205@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00086,2023-02-24 04:23:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,AFCandy04,AF Candy Chocolate,12,2,DELIVERED,PAID,24,74,user447@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00087,2023-02-24 19:52:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,3,DELIVERED,PAID,447,497,user675@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00088,2023-02-25 04:08:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,1,DELIVERED,PAID,139,189,user731@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00089,2023-02-12 06:46:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,1,DELIVERED,PAID,149,199,user901@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00090,2023-02-10 16:50:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,4,DELIVERED,PAID,596,646,user710@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00091,2023-02-02 22:10:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,3,DELIVERED,PAID,447,497,user575@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00092,2023-02-18 13:28:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,5,DELIVERED,PAID,630,680,user860@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00093,2023-02-02 22:49:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,1,DELIVERED,PAID,149,199,user582@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00094,2023-02-04 23:27:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,DarkChoc01,Dark Chocolate,126,2,DELIVERED,PAID,252,302,user690@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00095,2023-03-04 12:42:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,MilkChoc03,Milk Chocolate,139,4,DELIVERED,PAID,556,606,user335@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00096,2023-03-21 06:22:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,4,DELIVERED,PAID,516,566,user938@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00097,2023-03-22 20:50:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,3NbKvPK9euzNcCS71DFr,Tobleron,149,5,DELIVERED,PAID,745,795,user796@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
DO630JkNFCFKKaX00098,2023-03-24 23:28:00,"484 Taysan - Ibaan Rd, Ibaan, Batangas, Philippines",50,WhiteChoc02,White Chocolate,129,5,DELIVERED,PAID,645,695,user996@gmail.com,4Qw6l0ZqRLcjg0eDUg62NhtIAAk1
